Location,Description,Unit,Quantity,Unit Cost,Suggested Price,Total Value
THS - Gmall Davao,SUPER C W/ VITAMIN D3 & ZINC 200'S PC,PC,0.00,5.25,13.00,0
THS - Gmall Davao,NM POTASSIUM GLUCONATE 100'S,BOT,0.00,381.50,995.00,0
THS - Gmall Davao,CAL/MAG/ZINC 300S TABS,BOT,0.00,900.00,1.00,0
THS - Gmall Davao,CAL/MAG/ZINC 300S TABS PC,PC,0.00,3.00,8.00,0
THS - Gmall Davao,HYDROXYCUT HARDCORE ELITE CAPS 100S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,HYDROXYCUT HARDCORE ELITE CAPS 100S PC,PC,0.00,11.50,32.00,0
THS - Gmall Davao,HYDROXYCUT HARDCORE SUPER ELITE CAPS 120S,BOT,0.00,1.00,3.00,0
THS - Gmall Davao,HYDROXYCUT HARDCORE SUPER ELITE CAPS 120S PC,PC,0.00,10.83,35.00,0
THS - Gmall Davao,BELLEVINE AMPALAYA CAPSULE 500MG 100S,BOT,0.00,75.00,280.00,0
THS - Gmall Davao,BELLEVINE ASHITABA CAPSULE 500MG 100S,BOT,1.00,75.00,280.00,75
THS - Gmall Davao,BELLEVINE ALINGATONG CAPSULE 500MG 100S,BOT,1.00,75.00,280.00,75
THS - Gmall Davao,BELLEVINE BANABA CAPSULE 500MG 100S,BOT,0.00,75.00,280.00,0
THS - Gmall Davao,BELLEVINE BARLEY CAPSULE 500MG 100S,BOT,1.00,75.00,280.00,75
THS - Gmall Davao,BELLEVINE GUYABANO CAPSULE 500MG 100S,BOT,0.00,75.00,280.00,0
THS - Gmall Davao,BELLEVINE MANGOSTEEN CAPSULE 500MG 100S,BOT,2.00,75.00,280.00,150
THS - Gmall Davao,BELLEVINE MALUNGGAY CAPSULE 500MG 100S,BOT,0.00,75.00,280.00,0
THS - Gmall Davao,BELLEVINE PARAGIS CAPSULE 500MG 100S,BOT,0.00,75.00,280.00,0
THS - Gmall Davao,BELLEVINE TURMERIC CAPSULE 500MG 100S,BOT,0.00,75.00,280.00,0
THS - Gmall Davao,BELLEVINE TAWA TAWA CAPSULE 500MG 100S,BOT,1.00,75.00,280.00,75
THS - Gmall Davao,BELLEVINE SPIRULINA CAPSULE 500MG 100S,BOT,0.00,75.00,280.00,0
THS - Gmall Davao,BELLEVINE SERPENTINA CAPSULE 500MG 100S,BOT,0.00,75.00,280.00,0
THS - Gmall Davao,DIVA ORGANIC BARLEY POWDER 50G,BOT,0.00,90.00,280.00,0
THS - Gmall Davao,BELLEVINE CRANBERRY CAPSULE 500MG 60S,BOT,0.00,90.00,280.00,0
THS - Gmall Davao,BELLEVINE INSULIN PLANTCAPSULE 500MG 100S,BOT,0.00,75.00,280.00,0
THS - Gmall Davao,BELLEVINE COLLAGEN CAPSULE 500MG 60S,BOT,2.00,90.00,280.00,180
THS - Gmall Davao,BELLEVINE GARCINIA CAMBOGIA CAPSULE 500MG 60S,BOT,1.00,90.00,280.00,90
THS - Gmall Davao,AMAZING BARLEY 10'S,BOX,7.00,550.00,1.00,3850
THS - Gmall Davao,AMAZING BARLEY 10'S PC,PC,0.00,55.00,105.00,0
THS - Gmall Davao,BARLEY GREEN POWDER 23G,BOT,16.00,270.82,495.00,4333.12
THS - Gmall Davao,BARLEY GREEN POWDER 25G PREMIUM,BOT,9.00,275.00,495.00,2475
THS - Gmall Davao,SANTE BARLEY 500MG CAPSULE 60'S,BOT,0.00,275.09,495.00,0
THS - Gmall Davao,SANTE BARLEY 500MG CAPSULE 60'S PC,PC,16.00,180.00,295.00,2880
THS - Gmall Davao,SANTE BARLEY POWDER JUICE 30'S,BOX,0.00,290.00,395.00,0
THS - Gmall Davao,SANTE BARLEY POWDER JUICE 30'S PC,PC,0.00,290.00,395.00,0
THS - Gmall Davao,SANTE BARLEY FUSION COFFEE 10'S,BOX,0.00,210.00,380.00,0
THS - Gmall Davao,SANTE BARLEY JUICE 200G (CANISTER),BOT,2.00,210.00,375.00,420
THS - Gmall Davao,GLUTA LIPO RED ICED TEA PC,PC,0.00,265.00,350.00,0
THS - Gmall Davao,GLUTA LIPO CARB CONTROL TROPICA LYCHEE,BOX,0.00,265.00,375.00,0
THS - Gmall Davao,GLUTA LIPO CARB CONTROL CREAMY LATTE,BOX,0.00,180.00,300.00,0
THS - Gmall Davao,GLUTA LIPO CARB CONTROL CLASSIC VANILLA,BOX,0.00,1.00,2.00,0
THS - Gmall Davao,LUXE SLIM 4 SEASON 10S,BOX,0.00,1.00,2.00,0
THS - Gmall Davao,LUXE SLIM MACHA LATTE 10S,BOX,2.00,150.00,295.00,300
THS - Gmall Davao,LUXE SLIM CAFÉ MACHIATO 10S,BOX,0.00,68.00,150.00,0
THS - Gmall Davao,LUXE SLIM CAFÉ MACHIATO 8S,BOX,0.00,275.00,495.00,0
THS - Gmall Davao,BEAUTY VAULT LUMI GLUTATHIONE CAPSULES 60'S,BOT,0.00,280.00,495.00,0
THS - Gmall Davao,BEAUTY VAULT PREMIUM REJUVENATING SET,BOX,0.00,180.00,330.00,0
THS - Gmall Davao,BEAUTY VAULT WHITENING PLUS MAINTENANCE SET,BOX,0.00,180.00,330.00,0
THS - Gmall Davao,PERFECT SKIN SUNSCREEN BUY 1 TAKE 1,PACK,0.00,140.00,225.00,0
THS - Gmall Davao,BRILLIANT SKIN SUNBLOCK 50G,SACHET,0.00,215.00,325.00,0
THS - Gmall Davao,BRILLIANT KOJIC SOAP MINI 70G,BAR,0.00,35.00,65.00,0
THS - Gmall Davao,BRILLIANT KOJIC SOAP 135G,BAR,0.00,65.00,100.00,0
THS - Gmall Davao,PERFECT SKIN SUNBLOCK TINTED,SACHET,0.00,140.00,235.00,0
THS - Gmall Davao,HIKARI ULTRAWHITE SUNSCREEN,SACHET,0.00,150.00,235.00,0
THS - Gmall Davao,HIKARI ULTRA CAPSULES 60'S,BOT,0.00,270.00,495.00,0
THS - Gmall Davao,HABIBI SKIN ESSENTIAL SOAP,BAR,0.00,113.75,195.00,0
THS - Gmall Davao,HABIBI MILKY PEELING SOAP,BAR,0.00,17.50,35.00,0
THS - Gmall Davao,SKIN PERFECTION,SET,0.00,145.00,235.00,0
THS - Gmall Davao,BRILLIANT SUNBLOCK 13G,PCK,0.00,70.00,145.00,0
THS - Gmall Davao,PERFECT SKIN REJUV SET,SET,0.00,130.00,295.00,0
THS - Gmall Davao,PERFECT SKIN SUNBLOCK 50G,PCK,0.00,130.00,275.00,0
THS - Gmall Davao,FITGUM COLLAGEN W/ CHIA COFFEE 10'S,PCK,0.00,165.00,295.00,0
THS - Gmall Davao,PERFECT SKIN SUNBLOCK PLUS GEL LIPTINT,PCK,0.00,125.00,275.00,0
THS - Gmall Davao,PERFECT SKIN SUNBLOCK PLUS SERUM FOUNDATION LIGHT,PCK,0.00,125.00,275.00,0
THS - Gmall Davao,PERFECT SKIN SUNBLOCK PLUS SERUM FOUNDATION FAIR,PCK,0.00,125.00,275.00,0
THS - Gmall Davao,PERFECT SKIN SUNBLOCK PLUS SERUM FOUNDATION MEDLIGHT,PCK,0.00,125.00,275.00,0
THS - Gmall Davao,REALMS OATMEAL SOAP,BAR,10.00,180.00,180.00,1800
THS - Gmall Davao,REALMS GINGER SOAP,BAR,9.00,180.00,180.00,1620
THS - Gmall Davao,REALMS COFFEE SOAP,BAR,9.00,180.00,180.00,1620
THS - Gmall Davao,REALMS SUNFLOWER SOAP,BAR,9.00,125.00,125.00,1125
THS - Gmall Davao,REALMS CHARCOAL SOAP,BAR,5.00,180.00,180.00,900
THS - Gmall Davao,REALMS SUNSCREEN GEL,BOT,6.00,220.00,220.00,1320
THS - Gmall Davao,REALMS SUNBLOCK FACE CREAM,BOT,3.00,180.00,180.00,540
THS - Gmall Davao,REALMS ACTIV SUNSCREEN TINT,BOT,10.00,350.00,350.00,3500
THS - Gmall Davao,REALMS 24K GOLD SERUM,BOT,22.00,450.00,450.00,9900
THS - Gmall Davao,REALMS VIT C SERUM,BOT,5.00,325.00,325.00,1625
THS - Gmall Davao,REALMS EYE SERUM,BOT,20.00,425.00,425.00,8500
THS - Gmall Davao,REALMS FACIAL WASH GOLD,BOT,9.00,325.00,325.00,2925
THS - Gmall Davao,REALMS FACIAL WASH CLEANSER,BOT,7.00,275.00,275.00,1925
THS - Gmall Davao,REALMS GOLD TONER,BOT,12.00,380.00,380.00,4560
THS - Gmall Davao,REALMS DAILY BRIGHTENING LOTION,BOT,9.00,475.00,475.00,4275
THS - Gmall Davao,REALMS TONIC MIST,BOT,31.00,220.00,220.00,6820
THS - Gmall Davao,REALMS SHAMPOO,BOT,4.00,350.00,350.00,1400
THS - Gmall Davao,REALMS CONDITIONER,BOT,3.00,350.00,350.00,1050
THS - Gmall Davao,REALMS RETINOL 30G SERUM,BOT,12.00,325.00,325.00,3900
THS - Gmall Davao,V-LIFE VITALHERBS 30'S,BOT,2.00,225.00,395.00,450
THS - Gmall Davao,V-LIFE SLIM POWER 30'S,BOT,0.00,253.00,395.00,0
THS - Gmall Davao,V-LIFE GLUTA COLLAGEN 60'S,BOT,0.00,242.00,595.00,0
THS - Gmall Davao,SAMPAGUITA OIL SMALL 25ML,BOT,0.00,35.00,50.00,0
THS - Gmall Davao,MENTHOL OIL SMALL 25ML,BOT,0.00,35.00,50.00,0
THS - Gmall Davao,EUCALYPTUS OIL SMALL 25ML,BOT,0.00,35.00,60.00,0
THS - Gmall Davao,LUYA OIL SMALL 25ML,BOT,0.00,35.00,60.00,0
THS - Gmall Davao,E.H HERBAL HEALING OIL ORANGE 50ML,BOT,0.00,70.00,100.00,0
THS - Gmall Davao,E.H HERBAL HEALING OIL CITRONELLA 50ML,BOT,0.00,70.00,100.00,0
THS - Gmall Davao,E.H CITRONELLA W/ MENTHOL 100ML,BOT,0.00,210.00,300.00,0
THS - Gmall Davao,E.H CITRONELLA W/ EUCALYPTUS 100ML,BOT,0.00,210.00,300.00,0
THS - Gmall Davao,E.H CITRONELLA W/ LAVANDER 100ML,BOT,0.00,210.00,300.00,0
THS - Gmall Davao,SWANSON SAW PALMETTO 540MG 250'S,BOT,0.00,739.12,1.00,0
THS - Gmall Davao,SWANSON SAW PALMETTO 540MG 250'S PC,PC,0.00,2.96,8.00,0
THS - Gmall Davao,THEOBROMA KETOKLENZ MIX,BOT,0.00,399.00,399.00,0
THS - Gmall Davao,IMMU KING POSTBIOTIC CAPSULE 60'S,BOT,0.00,4.00,4.00,0
THS - Gmall Davao,SMH GINGER RUB,BOT,0.00,125.00,125.00,0
THS - Gmall Davao,SMH KAPE NATIN,BOX,0.00,290.00,290.00,0
THS - Gmall Davao,SMH IYASHI ESSENTIAL SPRAY 10ML,BOT,0.00,200.00,200.00,0
THS - Gmall Davao,SMH MG GINGER OIL 100ML,BOT,0.00,400.00,400.00,0
THS - Gmall Davao,SMH MG VITMIN JUICE,BOT,0.00,350.00,350.00,0
THS - Gmall Davao,SMH ORANGE RUB,BOT,0.00,150.00,150.00,0
THS - Gmall Davao,SMH POWER MG PLUS 60S CAPSULE,BOT,1.00,795.00,795.00,795
THS - Gmall Davao,SMH VITPLUS CAPSULE,BOT,1.00,290.00,290.00,290
THS - Gmall Davao,AMINO 2222 TABS 160S,BOT,0.00,1.00,1.00,0
THS - Gmall Davao,AMINO 2222 TABS 160S PC,PC,0.00,6.88,18.00,0
THS - Gmall Davao,AMINO 2222 TABS 320'S,BOT,0.00,1.00,3.00,0
THS - Gmall Davao,AMINO 2222 TABS 320'S PC,PC,0.00,6.22,18.00,0
THS - Gmall Davao,CREATINE CAPSULE 200'S,BOT,0.00,2.00,4.00,0
THS - Gmall Davao,CREATINE CAPSULE 200'S PC,PC,0.00,11.85,25.00,0
THS - Gmall Davao,CREATINE CAPSULE 300'S,BOT,0.00,3.00,6.00,0
THS - Gmall Davao,CREATINE CAPSULE 300'S PC,PC,0.00,11.97,25.00,0
THS - Gmall Davao,SERIOUS MASS 6LBS CHOCO,BOT,0.00,2.00,3.00,0
THS - Gmall Davao,WHEY PROTEIN 1LB DOUBLE RICH CHOCO,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,WHEY PROTEIN 1LB VANILLA ICE CREAM,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,WHEY PROTEIN 2LB DOUBLE RICH CHOCO,BOT,0.00,1.00,3.00,0
THS - Gmall Davao,WHEY PROTEIN 2LB VANILLA ICE CREAM,BOT,0.00,2.00,3.00,0
THS - Gmall Davao,WHEY PROTEIN 2LB FRENCH VANILLA ICE CREAM,BOT,0.00,2.00,3.00,0
THS - Gmall Davao,WHEY PROTEIN 2LB COOKIES & CREAM,BOT,0.00,1.00,3.00,0
THS - Gmall Davao,WHEY PROTEIN 2LB EXTREME MILK CHOCOLATE,BOT,0.00,1.00,3.00,0
THS - Gmall Davao,WHEY PROTEIN 2LB ROCKY ROAD,BOT,0.00,1.00,3.00,0
THS - Gmall Davao,WHEY PROTEIN 5LB DOUBLE RICH CHOCO,BOT,0.00,3.00,6.00,0
THS - Gmall Davao,WHEY PROTIEN 5LB VANILLA ICE CREAM,BOT,0.00,2.00,5.00,0
THS - Gmall Davao,WHEY PROTEIN DOUBLE RICH CHOCO 30.4G,PACK,0.00,120.00,240.00,0
THS - Gmall Davao,WHEY PROTEIN EXTREME MILK CHOCO 32G,PACK,0.00,120.00,240.00,0
THS - Gmall Davao,LINGZHI CHUANG YAO WAN PADS 50S,BOX,10.00,390.00,625.00,3900
THS - Gmall Davao,LINGZHI CHUANG YAO WAN PADS 50S PC,PC,20.00,7.80,15.00,156
THS - Gmall Davao,LINGZHI GEJIE PILLS 30S,BOT,130.00,290.00,700.00,37700
THS - Gmall Davao,LINGZHI GEJIE PILLS 30S PC,PC,15.00,9.67,30.00,145.05
THS - Gmall Davao,INTRA JUICE  950ML,BOT,15.00,1.00,1.00,15
THS - Gmall Davao,INTRA CAPSULE 64'S,BOT,0.00,1250.00,1870.00,0
THS - Gmall Davao,WACHICHAO HERBAL TEA 12S OTH,PACK,0.00,84.00,125.00,0
THS - Gmall Davao,WACHICHAO HERBAL TEA 12S OTH PC,PC,0.00,7.00,11.00,0
THS - Gmall Davao,KOJIC ACID ORIGINAL SOAP,BOX,0.00,16.00,100.00,0
THS - Gmall Davao,PN NEOCELL COLLAGEN W/BIOTIN 330G POWDER,BOT,0.00,2.00,2.00,0
THS - Gmall Davao,YOUTHEORY COLLAGEN 290'S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,YOUTHEORY COLLAGEN 290'S PC,PC,0.00,3.45,10.00,0
THS - Gmall Davao,YOUTHEORY COLLAGEN 390'S,BOT,2.00,1.00,2.00,2
THS - Gmall Davao,YOUTHEORY COLLAGEN 390'S PC,PC,360.00,3.70,9.00,1332
THS - Gmall Davao,YOUTHEORY COLLAGEN 120'S,BOT,0.00,535.88,1.00,0
THS - Gmall Davao,YOUTHEORY COLLAGEN 160'S,BOT,0.00,677.86,1.00,0
THS - Gmall Davao,YOUTHEORY COLLAGEN 290'S MEN,BOT,1.00,1.00,2.00,1
THS - Gmall Davao,YOUTHEORY COLLAGEN 290'S MEN PC,PC,66.00,3.64,10.00,240.24
THS - Gmall Davao,OSTEO BIFLEX GLUCO & CHON 200'S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,OSTEO BIFLEX GLUCO & CHON 200'S PC,PC,0.00,7.88,18.00,0
THS - Gmall Davao,YOUTHEORY COLLAGEN 390'S MEN,BOT,0.00,1.00,0.00,0
THS - Gmall Davao,YOUTHEORY COLLAGEN 390'S MEN PC,PC,0.00,2.56,9.00,0
THS - Gmall Davao,SALVEO BARLEY GRASS 80 GRAMS,PACK,9.00,735.00,1.00,6615
THS - Gmall Davao,SALVEO BARLEY GRASS 240 GRAMS,PACK,0.00,1.00,2.00,0
THS - Gmall Davao,ALIVE (NATURES WAY) WITH IRON 90'S,BOT,0.00,670.00,1.00,0
THS - Gmall Davao,ALIVE (NATURES WAY) WITH IRON 90'S PC,PC,0.00,7.44,22.00,0
THS - Gmall Davao,ALIVE (NATURES WAY) NO IRON 90'S,BOT,0.00,663.07,1.00,0
THS - Gmall Davao,ALIVE (NATURES WAY) NO IRON 90'S PC,PC,0.00,7.37,22.00,0
THS - Gmall Davao,GREEN TEA FAT BURNER 200'S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,GREEN TEA FAT BURNER 200'S PC,PC,0.00,6.00,15.00,0
THS - Gmall Davao,LUXCENT L-GLUTATHIONE 60S,BOT,0.00,1.00,1.00,0
THS - Gmall Davao,LUXCENT L-GLUTATHIONE 60S PC,PC,0.00,18.33,65.00,0
THS - Gmall Davao,21ST CENTURY ACIDOPHILUS PROBIOTIC BLEND 150'S,BOT,0.00,490.80,995.00,0
THS - Gmall Davao,21ST CENTURY B COMPLEX PLUS C 100S,BOT,0.00,360.01,650.00,0
THS - Gmall Davao,21ST CENTURY B12 1000MCG 110'S,BOT,0.00,341.75,895.00,0
THS - Gmall Davao,21ST CENTURY B12 500MCG 110S,BOT,0.00,253.42,495.00,0
THS - Gmall Davao,21ST CENTURY B12 500MCG 110S PC,PC,0.00,2.30,8.00,0
THS - Gmall Davao,21ST CENTURY B12 PROLONG RELEASE 1000MCG 100S,BOT,0.00,336.74,595.00,0
THS - Gmall Davao,21ST CENTURY BIOTIN 10000MCG 120'S,BOT,0.00,444.77,895.00,0
THS - Gmall Davao,21ST CENTURY BIOTIN 5000MCG 110'S,BOT,0.00,348.41,650.00,0
THS - Gmall Davao,21ST CENTURY BIOTIN 5000MCG 110'S PC,PC,0.00,3.17,6.00,0
THS - Gmall Davao,21ST CENTURY C1000MG W/ ROSEHIPS 110S,BOT,0.00,478.94,1.00,0
THS - Gmall Davao,21ST CENTURY C1000MG W/ ROSEHIPS 110S PC,PC,0.00,4.35,11.00,0
THS - Gmall Davao,21ST CENTURY FLAXSEED OIL 1000MG 120S,BOT,1.00,511.92,1.00,511.92
THS - Gmall Davao,21ST CENTURY FLAXSEED OIL 1000MG 120S PC,PC,0.00,4.27,12.00,0
THS - Gmall Davao,21ST CENTURY FOLIC ACID 400MG 250'S,BOT,0.00,206.75,595.00,0
THS - Gmall Davao,21ST CENTURY FOLIC ACID 400MG 250'S PC,PC,0.00,0.83,3.00,0
THS - Gmall Davao,21ST CENTURY FOLIC ACID 800MG 180'S,BOT,0.00,242.09,550.00,0
THS - Gmall Davao,21ST CENTURY MELATONIN 10MG 120S,BOT,0.00,484.13,995.00,0
THS - Gmall Davao,21ST CENTURY MELATONIN 10MG 120S PC,PC,0.00,4.03,10.00,0
THS - Gmall Davao,21ST CENTURY MELATONIN 3MG 200S,BOT,0.00,389.79,995.00,0
THS - Gmall Davao,21ST CENTURY MELATONIN 3MG 200S PC,PC,0.00,1.95,6.00,0
THS - Gmall Davao,21ST CENTURY MELATONIN 3MG 90S,BOT,0.00,241.99,595.00,0
THS - Gmall Davao,21ST CENTURY MELATONIN 5MG 120S,BOT,0.00,392.50,850.00,0
THS - Gmall Davao,21ST CENTURY MELATONIN 5MG 120S PC,PC,0.00,3.27,8.00,0
THS - Gmall Davao,21ST CENTURY ZINC 50MG 360'S,BOT,0.00,445.13,1.00,0
THS - Gmall Davao,21ST CENTURY ZINC 50MG 360'S PC,PC,0.00,1.24,6.00,0
THS - Gmall Davao,AN GREEN TEA FAT BURNER 30s,BOT,0.00,502.05,995.00,0
THS - Gmall Davao,AN GREEN TEA FAT BURNER 30S PC,PC,0.00,16.74,35.00,0
THS - Gmall Davao,AN GREEN TEA FAT BURNER 90S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,AN GREEN TEA FAT BURNER 90S PC,PC,0.00,11.39,25.00,0
THS - Gmall Davao,CALIFORNIA GOLD LACTOBIF5 PROBIOTICS FB 60S,BOT,0.00,477.75,995.00,0
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION BIOTIN 10000MCG 90S,BOT,0.00,412.00,895.00,0
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION COQ10 100MG 120'S,BOT,0.00,949.04,1.00,0
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION COQ10 100MG 120'S PC,PC,0.00,7.91,20.00,0
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION L-GLUTATHION 500MG 30'S,BOT,0.00,541.65,1.00,0
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION OMEGA 3 FISH OIL 100'S,BOT,0.00,560.75,750.00,0
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION OMEGA 3 FISH OIL 240'S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION OMEGA 3 FISH OIL 240'S PC,PC,0.00,5.51,12.00,0
THS - Gmall Davao,CALIFORNIA GOLD VITAMIN C 500MG 240S,BOT,0.00,616.40,0.00,0
THS - Gmall Davao,CALIFORNIA GOLD NUTRITION MARINE COLLAGEN 206G,PACK,0.00,891.79,1.00,0
THS - Gmall Davao,DOCTORS BEST CO Q10 120'S,BOT,0.00,945.89,2.00,0
THS - Gmall Davao,DOCTORS BEST CO Q10 120'S PC,PC,0.00,7.88,20.00,0
THS - Gmall Davao,DOCTORS BEST GINKO BILOBA 120MG 120'S,BOT,0.00,541.94,1.00,0
THS - Gmall Davao,DOCTORS BEST GINKO BILOBA 120MG 360'S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,DOCTORS BEST GINKO BILOBA 120MG 360'S PC,PC,0.00,3.59,9.00,0
THS - Gmall Davao,DOCTORS BEST VIT D3 5000IU 180S,BOT,0.00,312.87,995.00,0
THS - Gmall Davao,DW APPETITE CONTROL PREBIOTIC GUMMIES 60s,BOT,0.00,710.90,1.00,0
THS - Gmall Davao,KAL CAL MAG ZINC 100'S,BOT,1.00,453.71,795.00,453.71
THS - Gmall Davao,KAL CAL MAG ZINC 90'S,BOT,0.00,334.43,750.00,0
THS - Gmall Davao,KAL MAGNESIUM GLYCINATE 350MG 160S,BOT,7.00,785.14,1.00,5495.98
THS - Gmall Davao,KAL MAGNESIUM GLYCINATE 350MG 160S PC,PC,102.00,4.91,15.00,500.82
THS - Gmall Davao,KAL POTASSIUM CITRATE 99MG 100S,BOT,0.00,252.51,550.00,0
THS - Gmall Davao,KAL POTASSIUM CHLORIDE 99MG 100S,BOT,0.00,206.24,550.00,0
THS - Gmall Davao,NATROL ACIDOPHILUS PROBIOTIC 150S,BOT,0.00,478.15,1.00,0
THS - Gmall Davao,NATROL MELATONIN 3MG 240S,BOT,0.00,603.34,1.00,0
THS - Gmall Davao,NATROL MELATONIN 3MG 240S PC,PC,0.00,2.51,8.00,0
THS - Gmall Davao,NATROL MELATONIN 3MG 90'S,BOT,0.00,555.00,1.00,0
THS - Gmall Davao,NATROL MELATONIN 5MG 100'S,BOT,0.00,604.57,950.00,0
THS - Gmall Davao,NATROL MELATONIN 5MG 100'S PC,PC,0.00,6.05,8.00,0
THS - Gmall Davao,NATROL MELATONIN 5MG 150'S,BOT,0.00,856.92,1.00,0
THS - Gmall Davao,NATROL MELATONIN 5MG 150'S PC,PC,0.00,5.71,12.00,0
THS - Gmall Davao,NATURAL FACTORS ASHWAGANDA 600MG 30'S,BOT,0.00,630.00,1.00,0
THS - Gmall Davao,NATURAL FACTORS MELATONIN 3MG 180'S,BOT,0.00,403.29,1.00,0
THS - Gmall Davao,NATURAL FACTORS MELATONIN 3MG 180'S PC,PC,0.00,2.24,6.00,0
THS - Gmall Davao,NATURAL FACTORS MELATONIN 3MG 90S CHEWABLE,BOT,0.00,380.66,595.00,0
THS - Gmall Davao,NATURAL FACTORS MELATONIN 3MG 90S CHEWABLE PC,PC,0.00,4.23,10.00,0
THS - Gmall Davao,NATURAL FACTORS MELATONIN 5MG 180'S,BOT,0.00,562.85,1.00,0
THS - Gmall Davao,NATURAL FACTORS MELATONIN 5MG 180'S PC,PC,0.00,3.13,9.00,0
THS - Gmall Davao,NATURAL FACTORS MELATONIN 5MG 90'S,BOT,0.00,393.10,850.00,0
THS - Gmall Davao,NATURAL FACTORS MELATONIN 5MG 90'S PC,PC,0.00,4.37,12.00,0
THS - Gmall Davao,NATURAL FACTORS POTASSIUM CITRATE 99MG 90S,BOT,1.00,246.68,595.00,246.68
THS - Gmall Davao,NATURES LIFE VIT E 400 IU TOCOPHEROL 100S,BOT,0.00,866.00,1.00,0
THS - Gmall Davao,NATURES LIFE VIT E 400 IU TOCOPHEROL 100S PC,PC,0.00,8.66,20.00,0
THS - Gmall Davao,NATURES MADE FOLIC ACID 400MCG 250'S,BOT,0.00,342.77,1.00,0
THS - Gmall Davao,NATURES MADE FOLIC ACID 400MCG 250'S PC,PC,0.00,1.37,5.00,0
THS - Gmall Davao,NATURES MADE MELATONIN 3MG 240'S,BOT,0.00,554.44,1.00,0
THS - Gmall Davao,NATURES MADE MELATONIN 3MG 240'S PC,PC,0.00,2.31,6.00,0
THS - Gmall Davao,NATURE'S TRUTH APPLE CIDER VINEGAR 75'S,BOT,0.00,703.02,1.00,0
THS - Gmall Davao,NATURES TRUTH FOLIC ACID 800MG 250'S,BOT,0.00,405.12,895.00,0
THS - Gmall Davao,NATURES TRUTH FOLIC ACID 800MG 250'S PC,PC,0.00,1.62,6.00,0
THS - Gmall Davao,NATURES WAY ALIVE KIDS MULTIVIT GUMMIES 60'S,BOT,0.00,593.02,995.00,0
THS - Gmall Davao,NEOCELL SUPER COLLAGEN + VITC BIOTIN 180S,BOT,0.00,844.40,2.00,0
THS - Gmall Davao,NEOCELL SUPER COLLAGEN + VITC BIOTIN 180S PC,PC,0.00,4.69,15.00,0
THS - Gmall Davao,NEOCELL SUPER COLLAGEN + VITC BIOTIN 270S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,NEOCELL SUPER COLLAGEN + VITC BIOTIN 270S PC,PC,0.00,4.17,15.00,0
THS - Gmall Davao,NEOCELL GRASSFED COLLAGEN PEPTIDES + VITC BIOTIN 180S,BOT,0.00,850.50,2.00,0
THS - Gmall Davao,NEOCELL GRASSFED COLLAGEN PEPTIDES + VITC BIOTIN 180S PC,PC,0.00,4.72,15.00,0
THS - Gmall Davao,NEOCELL GRASSFED COLLAGEN PEPTIDES + VITC BIOTIN 270S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,NEOCELL GRASSFED COLLAGEN PEPTIDES + VITC BIOTIN 270S PC,PC,0.00,4.11,15.00,0
THS - Gmall Davao,NEOCELL GRASSFED COLLAGEN PEPTIDES + VITC BIOTIN 360S,BOT,3.00,1.00,3.00,3
THS - Gmall Davao,NEOCELL GRASSFED COLLAGEN PEPTIDES + VITC BIOTIN 360S PC,PC,280.00,3.61,12.00,1010.8
THS - Gmall Davao,NOW FOLIC ACID 800MG 250'S,BOT,0.00,303.40,550.00,0
THS - Gmall Davao,NOW FOLIC ACID 800MG 250'S PC,PC,0.00,1.21,5.00,0
THS - Gmall Davao,NOW GLUTATHIONE 500MG 30S,BOT,0.00,770.40,1.00,0
THS - Gmall Davao,NOW MAGNESIUM L-THREONATE 90S,BOT,0.00,1.00,2.00,0
THS - Gmall Davao,NOW MAGNESIUM L-THREONATE 90S PC,PC,0.00,19.52,35.00,0
THS - Gmall Davao,NUTRICOST EVENING PRIMROSE OIL 1300MG 120S,BOT,0.00,801.04,1.00,0
THS - Gmall Davao,NUTRICOST EVENING PRIMROSE OIL 1300MG 120S PC,PC,0.00,6.68,15.00,0
THS - Gmall Davao,NUTRICOST GLUTATHION REDUCED 500MG 240S,BOT,1.00,2.00,6.00,2
THS - Gmall Davao,NUTRICOST GLUTATHION REDUCED 500MG 240S PC,PC,185.00,11.86,30.00,2194.1
THS - Gmall Davao,NUTRICOST MILK THISTLE 1000MG 240'S,BOT,0.00,644.11,1.00,0
THS - Gmall Davao,NUTRICOST MILK THISTLE 1000MG 240'S PC,PC,0.00,2.68,8.00,0
